revision,book,book_path,scc,name,workspace_path,matching_book_lines
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/project/learn-from-a-master.md,mcdm.heroes.v1/project/learn-from-a-master,Learn From a Master,vendor/steel-compendium/en/unified/md/project/learn-from-a-master.md,28;29;32
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/project/perfect-new-recipe.md,mcdm.heroes.v1/project/perfect-new-recipe,Perfect New Recipe,vendor/steel-compendium/en/unified/md/project/perfect-new-recipe.md,21;23;26
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/project/spend-time-with-loved-ones.md,mcdm.heroes.v1/project/spend-time-with-loved-ones,Spend Time With Loved Ones,vendor/steel-compendium/en/unified/md/project/spend-time-with-loved-ones.md,19;26
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/downtime/crafting-and-research-events-table.md,mcdm.heroes.v1/rule.downtime/crafting-and-research-events-table,Crafting and Research Events Table,vendor/steel-compendium/en/unified/md/rule/downtime/crafting-and-research-events-table.md,15;28;33;38;56
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/downtime/crafting-project.md,mcdm.heroes.v1/rule.downtime/crafting-project,Crafting Projects,vendor/steel-compendium/en/unified/md/rule/downtime/crafting-project.md,7
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/downtime/guide.md,mcdm.heroes.v1/rule.downtime/guide,Guides,vendor/steel-compendium/en/unified/md/rule/downtime/guide.md,7
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/downtime/project-event.md,mcdm.heroes.v1/rule.downtime/project-event,'For the Director: Project Events',vendor/steel-compendium/en/unified/md/rule/downtime/project-event.md,15;34;42
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/downtime/project-roll.md,mcdm.heroes.v1/rule.downtime/project-roll,Project Roll,vendor/steel-compendium/en/unified/md/rule/downtime/project-roll.md,7;9
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/downtime/project-source.md,mcdm.heroes.v1/rule.downtime/project-source,Project Source,vendor/steel-compendium/en/unified/md/rule/downtime/project-source.md,13;17
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/general/follower-types.md,mcdm.heroes.v1/rule.general/follower-types,Follower Types,vendor/steel-compendium/en/unified/md/rule/general/follower-types.md,11;17
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/general/follower.md,mcdm.heroes.v1/rule.general/follower,Attract Followers,vendor/steel-compendium/en/unified/md/rule/general/follower.md,9
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/health/stamina.md,mcdm.heroes.v1/rule.health/stamina,Stamina,vendor/steel-compendium/en/unified/md/rule/health/stamina.md,25
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/resource/experience.md,mcdm.heroes.v1/rule.resource/experience,Experience,vendor/steel-compendium/en/unified/md/rule/resource/experience.md,7
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/resource/respite.md,mcdm.heroes.v1/rule.resource/respite,Respite,vendor/steel-compendium/en/unified/md/rule/resource/respite.md,2;3;7;9;11;13
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/resource/victories.md,mcdm.heroes.v1/rule.resource/victories,Victories,vendor/steel-compendium/en/unified/md/rule/resource/victories.md,19
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/test/montage-test.md,mcdm.heroes.v1/rule.test/montage-test,Montage Tests,vendor/steel-compendium/en/unified/md/rule/test/montage-test.md,19
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/treasure/consumable.md,mcdm.heroes.v1/rule.treasure/consumable,Consumables,vendor/steel-compendium/en/unified/md/rule/treasure/consumable.md,17
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/rule/treasure/leveled-treasure.md,mcdm.heroes.v1/rule.treasure/leveled-treasure,Leveled Treasures,vendor/steel-compendium/en/unified/md/rule/treasure/leveled-treasure.md,17
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/title/city-rat.md,mcdm.heroes.v1/title/city-rat,City Rat,vendor/steel-compendium/en/unified/md/title/city-rat.md,6;13
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/title/faction-member.md,mcdm.heroes.v1/title/faction-member,Faction Member,vendor/steel-compendium/en/unified/md/title/faction-member.md,19;20
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/title/local-hero.md,mcdm.heroes.v1/title/local-hero,Local Hero,vendor/steel-compendium/en/unified/md/title/local-hero.md,19
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/title/master-librarian.md,mcdm.heroes.v1/title/master-librarian,Master Librarian,vendor/steel-compendium/en/unified/md/title/master-librarian.md,18
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/title/saved-for-a-worse-fate.md,mcdm.heroes.v1/title/saved-for-a-worse-fate,Saved for a Worse Fate,vendor/steel-compendium/en/unified/md/title/saved-for-a-worse-fate.md,20
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/title/tireless.md,mcdm.heroes.v1/title/tireless,Tireless,vendor/steel-compendium/en/unified/md/title/tireless.md,17
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/title/undead-slain.md,mcdm.heroes.v1/title/undead-slain,Undead Slain,vendor/steel-compendium/en/unified/md/title/undead-slain.md,17
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/treasure/2nd-echelon/consumable/chocolate-of-immovability.md,mcdm.heroes.v1/treasure.2nd-echelon.consumable/chocolate-of-immovability,Chocolate of Immovability,vendor/steel-compendium/en/unified/md/treasure/2nd-echelon/consumable/chocolate-of-immovability.md,3;29
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/treasure/2nd-echelon/consumable/scroll-of-resurrection.md,mcdm.heroes.v1/treasure.2nd-echelon.consumable/scroll-of-resurrection,Scroll of Resurrection,vendor/steel-compendium/en/unified/md/treasure/2nd-echelon/consumable/scroll-of-resurrection.md,3;30;32
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/treasure/3rd-echelon/consumable/personal-effigy.md,mcdm.heroes.v1/treasure.3rd-echelon.consumable/personal-effigy,Personal Effigy,vendor/steel-compendium/en/unified/md/treasure/3rd-echelon/consumable/personal-effigy.md,3;29
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/treasure/artifact/mortal-coil.md,mcdm.heroes.v1/treasure.artifact/mortal-coil,Mortal Coil,vendor/steel-compendium/en/unified/md/treasure/artifact/mortal-coil.md,22
fb83a789da8f0327a389c277a0c790b1648d5810,heroes,en/books/heroes/md/treasure/leveled/other/bloodbound-band.md,mcdm.heroes.v1/treasure.leveled.other/bloodbound-band,Bloodbound Band,vendor/steel-compendium/en/unified/md/treasure/leveled/other/bloodbound-band.md,8;32
fb83a789da8f0327a389c277a0c790b1648d5810,monsters,en/books/monsters/md/chapter/monster-basics.md,mcdm.monsters.v1/chapter/monster-basics,Monster Basics,vendor/steel-compendium/en/unified/md/chapter/monster-basics.md,60;218;281;283;285
fb83a789da8f0327a389c277a0c790b1648d5810,monsters,en/books/monsters/md/monster/elf-high/statblock/high-elf-palinode.md,mcdm.monsters.v1/monster.elf-high.statblock/high-elf-palinode,High Elf Palinode,vendor/steel-compendium/en/unified/md/monster/elf-high/statblock/high-elf-palinode.md,45
fb83a789da8f0327a389c277a0c790b1648d5810,monsters,en/books/monsters/md/monster/group/arixx.md,mcdm.monsters.v1/monster.group/arixx,Arixx,vendor/steel-compendium/en/unified/md/monster/group/arixx.md,18
fb83a789da8f0327a389c277a0c790b1648d5810,monsters,en/books/monsters/md/monster/group/valok.md,mcdm.monsters.v1/monster.group/valok,Valok,vendor/steel-compendium/en/unified/md/monster/group/valok.md,16
fb83a789da8f0327a389c277a0c790b1648d5810,monsters,en/books/monsters/md/monster/radenwight/radenwight-malice.md,mcdm.monsters.v1/monster.radenwight/radenwight-malice,Radenwight Malice,vendor/steel-compendium/en/unified/md/monster/radenwight/radenwight-malice.md,43;55;92
fb83a789da8f0327a389c277a0c790b1648d5810,monsters,en/books/monsters/md/monster/undead/2nd-echelon/statblock/flesh-mournling.md,mcdm.monsters.v1/monster.undead.2nd-echelon.statblock/flesh-mournling,Flesh Mournling,vendor/steel-compendium/en/unified/md/monster/undead/2nd-echelon/statblock/flesh-mournling.md,60
fb83a789da8f0327a389c277a0c790b1648d5810,monsters,en/books/monsters/md/monster/werewolf/statblock/werewolf.md,mcdm.monsters.v1/monster.werewolf.statblock/werewolf,Werewolf,vendor/steel-compendium/en/unified/md/monster/werewolf/statblock/werewolf.md,38;60
